identity/LineItemId,identity/TimeInterval,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/UsageAmount,lineItem/UnblendedCost,lineItem/BlendedCost,lineItem/LineItemType,product/region,resourceTags/user:Service,resourceTags/user:Team,resourceTags/user:Env
808cb0c0-b713-681f-d67b-504d23ef2144,2026-02-22T00:00:00Z/2026-02-23T00:00:00Z,2026-02-22T00:00:00Z,2026-02-23T00:00:00Z,AmazonEC2,Other,RunInstances,9.4175,2.212606,2.312704,Usage,us-east-1,,,prod
56c035a9-fb2b-3536-0e3d-ce5183b33ccf,2026-02-22T00:00:00Z/2026-02-23T00:00:00Z,2026-02-22T00:00:00Z,2026-02-23T00:00:00Z,AmazonEC2,Other,RunInstances,13.8495,40.065514,40.762818,Usage,us-east-1,,,prod
0ea5b3ef-896b-e064-e1bd-dd1a5765288a,2026-02-23T00:00:00Z/2026-02-24T00:00:00Z,2026-02-23T00:00:00Z,2026-02-24T00:00:00Z,AmazonEC2,Other,RunInstances,7.7378,2.500601,2.475227,Usage,us-east-1,,,prod
0b409d2a-a751-9d99-d317-23f9864c23cc,2026-02-23T00:00:00Z/2026-02-24T00:00:00Z,2026-02-23T00:00:00Z,2026-02-24T00:00:00Z,AmazonEC2,Other,RunInstances,21.808,2.189372,2.191863,Usage,us-east-1,,,prod
2a1fae65-5063-e86a-557f-6a9569044932,2026-02-23T00:00:00Z/2026-02-24T00:00:00Z,2026-02-23T00:00:00Z,2026-02-24T00:00:00Z,AmazonEC2,Other,RunInstances,13.8355,2.155455,2.230145,Usage,us-east-1,,,prod
4ff1df13-47ff-1062-c9ca-67809e0ce09c,2026-02-23T00:00:00Z/2026-02-24T00:00:00Z,2026-02-23T00:00:00Z,2026-02-24T00:00:00Z,AmazonEC2,Other,RunInstances,9.6334,47.154308,47.843943,Usage,us-east-1,,,prod
44db21ed-20a3-3a95-6454-0f31f3e83d3c,2026-02-24T00:00:00Z/2026-02-25T00:00:00Z,2026-02-24T00:00:00Z,2026-02-25T00:00:00Z,AmazonEC2,Other,RunInstances,1.9804,2.46397,2.531548,Usage,us-east-1,,,prod
8a6cbb27-cf3b-7299-d27d-57a9a540a3c2,2026-02-24T00:00:00Z/2026-02-25T00:00:00Z,2026-02-24T00:00:00Z,2026-02-25T00:00:00Z,AmazonEC2,Other,RunInstances,13.5792,2.365864,2.275437,Usage,us-east-1,,,prod
c12b12c1-5f62-bdb4-8551-55483e09f342,2026-02-24T00:00:00Z/2026-02-25T00:00:00Z,2026-02-24T00:00:00Z,2026-02-25T00:00:00Z,AmazonEC2,Other,RunInstances,9.7936,1.920041,1.873507,Usage,us-east-1,,,prod
2dbb8912-8518-6447-e368-f78afff35123,2026-02-24T00:00:00Z/2026-02-25T00:00:00Z,2026-02-24T00:00:00Z,2026-02-25T00:00:00Z,AmazonEC2,Other,RunInstances,9.929,39.300663,38.447389,Usage,us-east-1,,,prod
ad793e97-a2fa-f9d0-93d2-0feb3cf5c500,2026-02-25T00:00:00Z/2026-02-26T00:00:00Z,2026-02-25T00:00:00Z,2026-02-26T00:00:00Z,AmazonEC2,Other,RunInstances,19.7165,1.917988,1.979133,Usage,us-east-1,,,prod
610ec1aa-52e8-2c1a-a03f-0f91fd692a7a,2026-02-25T00:00:00Z/2026-02-26T00:00:00Z,2026-02-25T00:00:00Z,2026-02-26T00:00:00Z,AmazonEC2,Other,RunInstances,23.6656,2.298868,2.201995,Usage,us-east-1,,,prod
1193ab36-f2fe-dcff-1d63-7aab1d7dea36,2026-02-25T00:00:00Z/2026-02-26T00:00:00Z,2026-02-25T00:00:00Z,2026-02-26T00:00:00Z,AmazonEC2,Other,RunInstances,8.3112,2.066379,2.040384,Usage,us-east-1,,,prod
414fc821-943c-380e-57b4-fe93d872e91e,2026-02-25T00:00:00Z/2026-02-26T00:00:00Z,2026-02-25T00:00:00Z,2026-02-26T00:00:00Z,AmazonEC2,Other,RunInstances,18.7076,49.052657,50.284234,Usage,us-east-1,,,prod
5f15835d-d1d7-6546-7a62-1b694387321b,2026-02-26T00:00:00Z/2026-02-27T00:00:00Z,2026-02-26T00:00:00Z,2026-02-27T00:00:00Z,AmazonEC2,Other,RunInstances,14.8633,2.157004,2.097208,Usage,us-east-1,,,prod
4ea7044c-3012-de5b-d441-1d2364dccb31,2026-02-26T00:00:00Z/2026-02-27T00:00:00Z,2026-02-26T00:00:00Z,2026-02-27T00:00:00Z,AmazonEC2,Other,RunInstances,6.4434,2.549203,2.561272,Usage,us-east-1,,,prod
153a5ea4-01d3-7970-5863-dbbfd73fe451,2026-02-26T00:00:00Z/2026-02-27T00:00:00Z,2026-02-26T00:00:00Z,2026-02-27T00:00:00Z,AmazonEC2,Other,RunInstances,18.6408,2.304377,2.412681,Usage,us-east-1,,,prod
084d3e2b-74b9-5382-d3e6-9899c62299c4,2026-02-26T00:00:00Z/2026-02-27T00:00:00Z,2026-02-26T00:00:00Z,2026-02-27T00:00:00Z,AmazonEC2,Other,RunInstances,20.7463,42.86359,44.721617,Usage,us-east-1,,,prod
4f1982d3-5dfd-fa24-0724-4f87d700bb95,2026-02-27T00:00:00Z/2026-02-28T00:00:00Z,2026-02-27T00:00:00Z,2026-02-28T00:00:00Z,AmazonEC2,Other,RunInstances,22.8528,2.122688,2.099249,Usage,us-east-1,,,prod
57a49f77-cee5-4448-4fa7-18ef28790a87,2026-02-27T00:00:00Z/2026-02-28T00:00:00Z,2026-02-27T00:00:00Z,2026-02-28T00:00:00Z,AmazonEC2,Other,RunInstances,18.0182,2.186486,2.285576,Usage,us-east-1,,,prod
893e466c-52c1-ca21-0062-67ff9af25b05,2026-02-27T00:00:00Z/2026-02-28T00:00:00Z,2026-02-27T00:00:00Z,2026-02-28T00:00:00Z,AmazonEC2,Other,RunInstances,15.0185,1.931595,1.89809,Usage,us-east-1,,,prod
8a91a94c-6d72-aba7-9fce-0e7744c5011b,2026-02-27T00:00:00Z/2026-02-28T00:00:00Z,2026-02-27T00:00:00Z,2026-02-28T00:00:00Z,AmazonEC2,Other,RunInstances,17.1865,46.387995,47.979063,Usage,us-east-1,,,prod
aee94f7b-1609-2e93-3f37-ac62a47ede80,2026-02-28T00:00:00Z/2026-03-01T00:00:00Z,2026-02-28T00:00:00Z,2026-03-01T00:00:00Z,AmazonEC2,Other,RunInstances,13.7722,2.177341,2.226642,Usage,us-east-1,,,prod
d097172f-4764-0dd4-1629-a9c3cc439e9b,2026-02-28T00:00:00Z/2026-03-01T00:00:00Z,2026-02-28T00:00:00Z,2026-03-01T00:00:00Z,AmazonEC2,Other,RunInstances,15.1074,2.12644,2.114058,Usage,us-east-1,,,prod
abacbb2a-21ca-2a5f-ce88-354658cadf6a,2026-02-28T00:00:00Z/2026-03-01T00:00:00Z,2026-02-28T00:00:00Z,2026-03-01T00:00:00Z,AmazonEC2,Other,RunInstances,10.241,2.460018,2.39169,Usage,us-east-1,,,prod
d1ba30cc-d8f4-f29b-c616-067e3988d110,2026-02-28T00:00:00Z/2026-03-01T00:00:00Z,2026-02-28T00:00:00Z,2026-03-01T00:00:00Z,AmazonEC2,Other,RunInstances,4.3849,47.621725,49.449108,Usage,us-east-1,,,prod
9440d225-29fa-a64f-738a-f3000da06b76,2026-03-01T00:00:00Z/2026-03-02T00:00:00Z,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,Other,RunInstances,9.2729,2.433089,2.341083,Usage,us-east-1,,,prod
faa7e610-c869-ca04-64fd-d36ecc06ae23,2026-03-01T00:00:00Z/2026-03-02T00:00:00Z,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,Other,RunInstances,1.5612,2.1976,2.11956,Usage,us-east-1,,,prod
4ff92406-a8e6-2e78-17a0-c5cafeb9bae3,2026-03-01T00:00:00Z/2026-03-02T00:00:00Z,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,Other,RunInstances,4.9702,1.938805,1.91536,Usage,us-east-1,,,prod
045219fc-2473-6a15-4522-a0f315ea4260,2026-03-01T00:00:00Z/2026-03-02T00:00:00Z,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,Other,RunInstances,18.6085,48.758447,48.125777,Usage,us-east-1,,,prod
6af8f2cd-8f37-add5-e363-25da95ad66af,2026-03-02T00:00:00Z/2026-03-03T00:00:00Z,2026-03-02T00:00:00Z,2026-03-03T00:00:00Z,AmazonEC2,Other,RunInstances,17.8661,2.541148,2.612831,Usage,us-east-1,,,prod
a9720f0d-90f2-1a5b-9156-d442a9c63f4f,2026-03-02T00:00:00Z/2026-03-03T00:00:00Z,2026-03-02T00:00:00Z,2026-03-03T00:00:00Z,AmazonEC2,Other,RunInstances,21.5935,2.14871,2.183532,Usage,us-east-1,,,prod
b86b4160-cc92-a3c6-652f-dac5028f1530,2026-03-02T00:00:00Z/2026-03-03T00:00:00Z,2026-03-02T00:00:00Z,2026-03-03T00:00:00Z,AmazonEC2,Other,RunInstances,23.915,2.504124,2.549176,Usage,us-east-1,,,prod
d64096c3-e29b-d7b9-96b8-6f01cfcf7597,2026-03-02T00:00:00Z/2026-03-03T00:00:00Z,2026-03-02T00:00:00Z,2026-03-03T00:00:00Z,AmazonEC2,Other,RunInstances,22.6561,37.276472,35.515277,Usage,us-east-1,,,prod
f3708d85-50eb-21de-08d6-c0e6b0271080,2026-03-03T00:00:00Z/2026-03-04T00:00:00Z,2026-03-03T00:00:00Z,2026-03-04T00:00:00Z,AmazonEC2,Other,RunInstances,18.7227,2.056136,2.036591,Usage,us-east-1,,,prod
c5457775-dbfb-e693-2fd7-15ba1faa5211,2026-03-03T00:00:00Z/2026-03-04T00:00:00Z,2026-03-03T00:00:00Z,2026-03-04T00:00:00Z,AmazonEC2,Other,RunInstances,1.3758,2.273402,2.211906,Usage,us-east-1,,,prod
ac8238fc-2ac9-5ea0-80c5-cd2e38ea1961,2026-03-03T00:00:00Z/2026-03-04T00:00:00Z,2026-03-03T00:00:00Z,2026-03-04T00:00:00Z,AmazonEC2,Other,RunInstances,16.965,2.279276,2.2995,Usage,us-east-1,,,prod
31424569-e8f9-0a5a-6a65-e2fe1c3180db,2026-03-03T00:00:00Z/2026-03-04T00:00:00Z,2026-03-03T00:00:00Z,2026-03-04T00:00:00Z,AmazonEC2,Other,RunInstances,5.5771,37.399637,35.544321,Usage,us-east-1,,,prod
abdd83b6-39b7-bf33-6e64-4aba9b32d33e,2026-03-04T00:00:00Z/2026-03-05T00:00:00Z,2026-03-04T00:00:00Z,2026-03-05T00:00:00Z,AmazonEC2,Other,RunInstances,4.1323,2.053733,2.152437,Usage,us-east-1,,,prod
1096e7d4-ccae-bcb6-05d3-5e9108dc2f50,2026-03-04T00:00:00Z/2026-03-05T00:00:00Z,2026-03-04T00:00:00Z,2026-03-05T00:00:00Z,AmazonEC2,Other,RunInstances,19.1828,2.022271,2.065396,Usage,us-east-1,,,prod
2fe31101-f156-304d-739a-7cd8d11966bd,2026-03-04T00:00:00Z/2026-03-05T00:00:00Z,2026-03-04T00:00:00Z,2026-03-05T00:00:00Z,AmazonEC2,Other,RunInstances,6.829,2.548597,2.450941,Usage,us-east-1,,,prod
6da76219-697e-323e-d7a5-70761149f6a8,2026-03-04T00:00:00Z/2026-03-05T00:00:00Z,2026-03-04T00:00:00Z,2026-03-05T00:00:00Z,AmazonEC2,Other,RunInstances,18.6368,37.346859,37.680252,Usage,us-east-1,,,prod
723cef3b-a9b3-028a-21af-e6c433ebc7e1,2026-03-05T00:00:00Z/2026-03-06T00:00:00Z,2026-03-05T00:00:00Z,2026-03-06T00:00:00Z,AmazonEC2,Other,RunInstances,14.6156,2.506117,2.560454,Usage,us-east-1,,,prod
f844c24e-9bdf-a959-b36f-e454718dd2bb,2026-03-05T00:00:00Z/2026-03-06T00:00:00Z,2026-03-05T00:00:00Z,2026-03-06T00:00:00Z,AmazonEC2,Other,RunInstances,21.7787,2.116449,2.013913,Usage,us-east-1,,,prod
b099c3b3-dd29-2715-5fe8-85ce98ae2fc9,2026-03-05T00:00:00Z/2026-03-06T00:00:00Z,2026-03-05T00:00:00Z,2026-03-06T00:00:00Z,AmazonEC2,Other,RunInstances,10.6713,1.951818,1.89895,Usage,us-east-1,,,prod
f4aecf32-9fa3-c49c-a21a-14aa1c5b4b68,2026-03-05T00:00:00Z/2026-03-06T00:00:00Z,2026-03-05T00:00:00Z,2026-03-06T00:00:00Z,AmazonEC2,Other,RunInstances,14.8138,41.134345,40.661303,Usage,us-east-1,,,prod
00d500fa-f208-6e06-e74f-fb17b792d673,2026-03-06T00:00:00Z/2026-03-07T00:00:00Z,2026-03-06T00:00:00Z,2026-03-07T00:00:00Z,AmazonEC2,Other,RunInstances,11.401,2.321764,2.372784,Usage,us-east-1,,,prod
26b290ea-dc08-5007-279c-1793c0391db8,2026-03-06T00:00:00Z/2026-03-07T00:00:00Z,2026-03-06T00:00:00Z,2026-03-07T00:00:00Z,AmazonEC2,Other,RunInstances,1.9897,2.452125,2.434288,Usage,us-east-1,,,prod
4e98fc52-973c-9b55-ac81-61fa40f4ec78,2026-03-06T00:00:00Z/2026-03-07T00:00:00Z,2026-03-06T00:00:00Z,2026-03-07T00:00:00Z,AmazonEC2,Other,RunInstances,12.9051,2.037885,2.01524,Usage,us-east-1,,,prod
37b48ebe-3988-dae2-d843-e321c5f1a470,2026-03-06T00:00:00Z/2026-03-07T00:00:00Z,2026-03-06T00:00:00Z,2026-03-07T00:00:00Z,AmazonEC2,Other,RunInstances,23.7169,43.464123,43.021965,Usage,us-east-1,,,prod
4eb294ca-f673-14b3-3297-59e93a8a4646,2026-03-07T00:00:00Z/2026-03-08T00:00:00Z,2026-03-07T00:00:00Z,2026-03-08T00:00:00Z,AmazonEC2,Other,RunInstances,7.8079,2.150008,2.113357,Usage,us-east-1,,,prod
dd22ff98-c35a-64b0-5797-e750d5880570,2026-03-07T00:00:00Z/2026-03-08T00:00:00Z,2026-03-07T00:00:00Z,2026-03-08T00:00:00Z,AmazonEC2,Other,RunInstances,3.0612,2.462016,2.451184,Usage,us-east-1,,,prod
ecb2e478-617d-58b8-a783-f6d7f2774a10,2026-03-07T00:00:00Z/2026-03-08T00:00:00Z,2026-03-07T00:00:00Z,2026-03-08T00:00:00Z,AmazonEC2,Other,RunInstances,17.6952,2.429094,2.439377,Usage,us-east-1,,,prod
e7232c42-2b0a-1ab1-c005-864b380c918e,2026-03-07T00:00:00Z/2026-03-08T00:00:00Z,2026-03-07T00:00:00Z,2026-03-08T00:00:00Z,AmazonEC2,Other,RunInstances,8.1057,48.610509,48.20211,Usage,us-east-1,,,prod
5824816a-f8e7-22e0-68af-0781d7a86c0b,2026-03-08T00:00:00Z/2026-03-09T00:00:00Z,2026-03-08T00:00:00Z,2026-03-09T00:00:00Z,AmazonEC2,Other,RunInstances,12.492,2.19071,2.089385,Usage,us-east-1,,,prod
8300f1dc-5835-46ae-72b5-ac97cd47e5a5,2026-03-08T00:00:00Z/2026-03-09T00:00:00Z,2026-03-08T00:00:00Z,2026-03-09T00:00:00Z,AmazonEC2,Other,RunInstances,18.3563,2.054968,2.092725,Usage,us-east-1,,,prod
13464888-1593-47f4-7d6b-2a42d349fee8,2026-03-08T00:00:00Z/2026-03-09T00:00:00Z,2026-03-08T00:00:00Z,2026-03-09T00:00:00Z,AmazonEC2,Other,RunInstances,17.4547,2.204205,2.124264,Usage,us-east-1,,,prod
11069e77-be40-9d68-2330-4eb20f4fbd9a,2026-03-08T00:00:00Z/2026-03-09T00:00:00Z,2026-03-08T00:00:00Z,2026-03-09T00:00:00Z,AmazonEC2,Other,RunInstances,21.1993,39.20456,39.966057,Usage,us-east-1,,,prod
2b3b4dda-0deb-cf63-86e7-997ea17e532e,2026-03-09T00:00:00Z/2026-03-10T00:00:00Z,2026-03-09T00:00:00Z,2026-03-10T00:00:00Z,AmazonEC2,Other,RunInstances,4.3521,2.126222,2.028726,Usage,us-east-1,,,prod
4b1b68a4-88c3-4ae5-a0a6-fd83b8cc2171,2026-03-09T00:00:00Z/2026-03-10T00:00:00Z,2026-03-09T00:00:00Z,2026-03-10T00:00:00Z,AmazonEC2,Other,RunInstances,14.8774,2.156267,2.119873,Usage,us-east-1,,,prod
339bdca1-49df-081a-ad95-31588afe65c1,2026-03-09T00:00:00Z/2026-03-10T00:00:00Z,2026-03-09T00:00:00Z,2026-03-10T00:00:00Z,AmazonEC2,Other,RunInstances,10.2282,2.135986,2.041351,Usage,us-east-1,,,prod
dab3f5a4-4b5e-52fd-3015-58a05e3e9712,2026-03-09T00:00:00Z/2026-03-10T00:00:00Z,2026-03-09T00:00:00Z,2026-03-10T00:00:00Z,AmazonEC2,Other,RunInstances,11.8824,42.323947,43.25504,Usage,us-east-1,,,prod
375600e2-3dda-dff4-d021-076ae417d221,2026-03-10T00:00:00Z/2026-03-11T00:00:00Z,2026-03-10T00:00:00Z,2026-03-11T00:00:00Z,AmazonEC2,Other,RunInstances,13.3275,2.171797,2.258214,Usage,us-east-1,,,prod
9f2315c0-1142-eaf1-a483-13ae89140054,2026-03-10T00:00:00Z/2026-03-11T00:00:00Z,2026-03-10T00:00:00Z,2026-03-11T00:00:00Z,AmazonEC2,Other,RunInstances,20.7844,1.911341,1.846821,Usage,us-east-1,,,prod
b005a092-2639-531a-fc87-571dcc8dcd57,2026-03-10T00:00:00Z/2026-03-11T00:00:00Z,2026-03-10T00:00:00Z,2026-03-11T00:00:00Z,AmazonEC2,Other,RunInstances,14.7314,2.481565,2.593363,Usage,us-east-1,,,prod
2a9b52d7-935c-29a3-e8ee-70637b86b172,2026-03-10T00:00:00Z/2026-03-11T00:00:00Z,2026-03-10T00:00:00Z,2026-03-11T00:00:00Z,AmazonEC2,Other,RunInstances,15.6406,44.1012,45.215657,Usage,us-east-1,,,prod
b27e780a-b347-851b-cd78-638b524c7e21,2026-03-11T00:00:00Z/2026-03-12T00:00:00Z,2026-03-11T00:00:00Z,2026-03-12T00:00:00Z,AmazonEC2,Other,RunInstances,20.466,2.133341,2.17481,Usage,us-east-1,,,prod
0b5ad7e1-991a-f7be-1ee4-b170eefdd2c8,2026-03-11T00:00:00Z/2026-03-12T00:00:00Z,2026-03-11T00:00:00Z,2026-03-12T00:00:00Z,AmazonEC2,Other,RunInstances,4.6144,1.990685,2.077225,Usage,us-east-1,,,prod
603443da-403b-a749-1875-504ea0ff1a24,2026-03-11T00:00:00Z/2026-03-12T00:00:00Z,2026-03-11T00:00:00Z,2026-03-12T00:00:00Z,AmazonEC2,Other,RunInstances,12.4811,2.436833,2.401924,Usage,us-east-1,,,prod
3dc9e797-ce35-c6c9-ca8e-d8793a3c7d2a,2026-03-11T00:00:00Z/2026-03-12T00:00:00Z,2026-03-11T00:00:00Z,2026-03-12T00:00:00Z,AmazonEC2,Other,RunInstances,23.9038,37.751068,37.042195,Usage,us-east-1,,,prod
2186ec23-032a-977b-7ebc-69ec48be8353,2026-03-12T00:00:00Z/2026-03-13T00:00:00Z,2026-03-12T00:00:00Z,2026-03-13T00:00:00Z,AmazonEC2,Other,RunInstances,17.1896,2.110603,2.065132,Usage,us-east-1,,,prod
f09629a2-12fe-ff7b-cba5-7e5c14275a24,2026-03-12T00:00:00Z/2026-03-13T00:00:00Z,2026-03-12T00:00:00Z,2026-03-13T00:00:00Z,AmazonEC2,Other,RunInstances,14.0003,2.304641,2.202299,Usage,us-east-1,,,prod
1543b089-a6c5-3c74-f26e-6f92dc554948,2026-03-12T00:00:00Z/2026-03-13T00:00:00Z,2026-03-12T00:00:00Z,2026-03-13T00:00:00Z,AmazonEC2,Other,RunInstances,9.508,2.505451,2.552188,Usage,us-east-1,,,prod
6e705d6e-32dd-813b-156e-8d606c608a45,2026-03-12T00:00:00Z/2026-03-13T00:00:00Z,2026-03-12T00:00:00Z,2026-03-13T00:00:00Z,AmazonEC2,Other,RunInstances,13.3248,36.948218,38.649392,Usage,us-east-1,,,prod
d11ce5f6-e94f-b807-6543-958386aa22f3,2026-03-13T00:00:00Z/2026-03-14T00:00:00Z,2026-03-13T00:00:00Z,2026-03-14T00:00:00Z,AmazonEC2,Other,RunInstances,20.5673,2.44555,2.354245,Usage,us-east-1,,,prod
2a69450b-6ba4-b557-9ff6-29ede98ffb22,2026-03-13T00:00:00Z/2026-03-14T00:00:00Z,2026-03-13T00:00:00Z,2026-03-14T00:00:00Z,AmazonEC2,Other,RunInstances,20.2781,2.285011,2.342569,Usage,us-east-1,,,prod
c9526b71-ef82-509a-9912-3b652669dff7,2026-03-13T00:00:00Z/2026-03-14T00:00:00Z,2026-03-13T00:00:00Z,2026-03-14T00:00:00Z,AmazonEC2,Other,RunInstances,2.6847,1.909626,1.944102,Usage,us-east-1,,,prod
954f1467-9913-ab3f-bd2f-70c7e6ccf3c8,2026-03-13T00:00:00Z/2026-03-14T00:00:00Z,2026-03-13T00:00:00Z,2026-03-14T00:00:00Z,AmazonEC2,Other,RunInstances,19.1907,42.426108,41.43079,Usage,us-east-1,,,prod
03e0e166-7e69-941a-cb2b-8daa790a5a77,2026-03-14T00:00:00Z/2026-03-15T00:00:00Z,2026-03-14T00:00:00Z,2026-03-15T00:00:00Z,AmazonEC2,Other,RunInstances,2.086,2.273347,2.232319,Usage,us-east-1,,,prod
379f3384-d76e-81d1-bb09-30b5b4fd5f26,2026-03-14T00:00:00Z/2026-03-15T00:00:00Z,2026-03-14T00:00:00Z,2026-03-15T00:00:00Z,AmazonEC2,Other,RunInstances,11.4103,2.35358,2.373726,Usage,us-east-1,,,prod
